userid,timestamp,tweet_text,username,all_hashtags,followers_count,following_count,allnumberoftweetscount,retweets,likes 
996134912058101762,2020-11-21 23:05:36,"b""Bitkenstan_120 - Confirmed. | Bitkenstan is the NFTcomic about #bitcoin, #cryptocurrency, #blockchain, and #life. | It's a story. Playlist at https://t.co/EVZQ7OUtle Own episodes as #NFTs | #FirstDates #tacos #btc #easy #Crypto #PayPal #Confirm https://t.co/TB3Bl4OAlg""",b'bitkenstan',"['bitcoin', 'cryptocurrency', 'blockchain', 'life', 'NFTs', 'FirstDates', 'tacos', 'btc', 'easy', 'Crypto', 'PayPal', 'Confirm']",68,280,127,0,0
840479603143630849,2020-11-21 23:05:32,"b""#computerart : #bitcoin #blockchain 's LAST Block, Height : 658058 [ See more on https://t.co/p7nE81m7aK ] https://t.co/0KjvcpusJz""",b'r_topisto',"['computerart', 'bitcoin', 'blockchain']",44,1,63939,0,1
729754661213884416,2020-11-21 23:05:03,"b'New article: ""Ethereum - Parabolic rally \xe2\x80\x98a real possibility\xe2\x80\x99 after Ethereum price surges to $547"" has been published on Fintech Zoom - https://t.co/qmXTy1Lb34 @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/zRW6xwYxma'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
1146198333951754240,2020-11-21 23:04:37,"b""XRP is pumping. keep your future millions safe with a Ledger Nano S or X. If its on an exchange you don't legally own the Crypto  https://t.co/Ub9temxQH1  #XRP #xrparmy #xrpthestandard #ripple #bitcoin #xrpcommunity $XRP #cryptocurrency #0doubt #CryptoNews #crypto #blockchain""",b'xrpspeculation',"['XRP', 'xrparmy', 'xrpthestandard', 'ripple', 'bitcoin', 'xrpcommunity', 'cryptocurrency', '0doubt', 'CryptoNews', 'crypto', 'blockchain']",659,74,1810,0,0
1012731248412897280,2020-11-21 23:04:28,b'Each new day is an opportunity to improve yourself. Take it. And make the most of it.  https://t.co/y3Ig02pmPM  #actifit #hive #blockchain #cryptocurrency #sports #sport #fitness #fitnessjourney #contest #HIVEtwitter https://t.co/u57tyhY2nZ',b'Actifit_fitness',"['actifit', 'hive', 'blockchain', 'cryptocurrency', 'sports', 'sport', 'fitness', 'fitnessjourney', 'contest', 'HIVEtwitter']",1329,513,1024,0,3
729754661213884416,2020-11-21 23:04:07,"b'New article: ""Loans - Arrest warrants for Nawaz Sharif\xe2\x80\x99s cousins issued in loans default case"" has been published on Fintech Zoom - https://t.co/WI4UhO91gF @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/RgpJ8Z3bEh'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
954758485589151745,2020-11-21 23:03:55,b'How a Smart Watch Can Predict Your Happiness Levels https://t.co/PZbdxr9z1N #ai',b'hardhitting17',['ai'],226,672,841,0,0
954758485589151745,2020-11-21 23:03:55,b'The latest The Affiliate marketing Daily! https://t.co/0O1yPV4mMb Thanks to @IneatCanada @noyanakata #ai #technology',b'hardhitting17',"['ai', 'technology']",226,672,841,0,0
1040425579,2020-11-21 23:03:53,b'music : @IvyLab_  - Teacup #stylegan #AI #ArtificialIntelligence #creativecoding #MachineLearning https://t.co/IgPPci55u2',b'SioudaYassin',"['stylegan', 'AI', 'ArtificialIntelligence', 'creativecoding', 'MachineLearning']",97,361,719,7,2
9212692,2020-11-21 23:03:27,"b'With share price outpacing Bitcoin, Riot Blockchain appoints new director #Blockchain #bitcoin  https://t.co/UGQ6Je0A6U'",b'Hot_Snow',"['Blockchain', 'bitcoin']",973,734,37427,0,0
1249090869615038466,2020-11-21 23:03:16,b'RED or BLUE?  $KCAL or $SOUL?  @PhantasmaChain #NFT   #bitcoin #ethereum #blockchain $BTC $ETH $NEO #cryptocurrency #crypto   #decision #decision2020 #matrix #matrix4 https://t.co/eYAtaiN3hP',b'Soulmaster3000',"['NFT', 'bitcoin', 'ethereum', 'blockchain', 'cryptocurrency', 'crypto', 'decision', 'decision2020', 'matrix', 'matrix4']",324,381,3124,5,32
729754661213884416,2020-11-21 23:03:01,"b'New article: ""Bitcoin - Here\xe2\x80\x99s Where a \xe2\x80\x9cBitcoin Bear Whale\xe2\x80\x9d Has Put Up a Massive Sell Wall"" has been published on Fintech Zoom - https://t.co/Se61yevDNN @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/81PsfuWRRl'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,1,1
223633364,2020-11-21 23:03:01,b'New from @securityblvd: CKS CNCF Announcement and Exam Study Tips: https://t.co/OvldRb067D #learnlinux #LFCert #k8s #kubernetes #cks #cloud #cloudnative #cloudcomputing #security',b'LF_Training',"['learnlinux', 'LFCert', 'k8s', 'kubernetes', 'cks', 'cloud', 'cloudnative', 'cloudcomputing', 'security']",5745,335,5717,5,14
4902207238,2020-11-21 23:02:48,b'#internetofthings Practice #iot #Books  implementation for 9 industries in one book.  https://t.co/gXKfk204bs #SkilledTrade',b'software4iot',"['internetofthings', 'iot', 'Books', 'SkilledTrade']",4474,4699,214230,0,0
1166006802200301568,2020-11-21 23:02:22,b'Why was enjay for Christmas and Cross ends with everyone?  The condoms complain at themselves a pen that they found?   #ai #joke',b'JokerBot7',"['ai', 'joke']",63,1,10491,1,0
1079458941606772738,2020-11-21 23:02:12,"b'Four reasons why hyping #AI is an ethical problem | by Dorothea Baur | Nov, 2020 | Medium https://t.co/Mn92j0RjWJ'",b'JOSEPEREZJR01',['AI'],1440,1095,50756,0,0
3047803128,2020-11-21 23:02:07,"b""Today's most popular #IoT Story The Peggy Smedley Show: Business Intelligence for Law Enforcement https://t.co/Rz8owcmmHB, see more https://t.co/m5nu4sudeQ""",b'banksrich1',['IoT'],69,86,4741,0,0
16542731,2020-11-21 23:02:02,b'Zize Defi Airdrop is now Live\xf0\x9f\x9a\x80\xf0\x9f\x92\xb0\xf0\x9f\x8f\x86  Click on below link to participate into this amazing #Airdrop\xf0\x9f\x8e\x81  https://t.co/8nIJI6zb6k  \xf0\x9f\x8e\x81 Rewards: 10 + 2 $ZIZ \xf0\x9f\x8e\x81 \xf0\x9f\x92\xb0 Value : $ 20 \xf0\x9f\x91\xa5 Referral: $ 4  #Airdrops #blockchain #cryptocurrency #ICO #bitcoin #Crypto #ETH #giveaway #DeFi',b'sarahmeikle',"['Airdrop', 'Airdrops', 'blockchain', 'cryptocurrency', 'ICO', 'bitcoin', 'Crypto', 'ETH', 'giveaway', 'DeFi']",2338,3468,6562,1,0
1499201215,2020-11-21 23:02:01,"b'When #AI sees a #man, it thinks \xe2\x80\x9cofficial.\xe2\x80\x9d A #woman? \xe2\x80\x9c#Smile\xe2\x80\x9d | Ars Technica https://t.co/rs2EfT33I8 by @wired @arstechnica'",b'ThoHeller',"['AI', 'man', 'woman', 'Smile']",28602,21739,43809,1,0
1319939212960026624,2020-11-21 23:01:57,b'Original video and music  This is the trailer of what is going to come  What starts now you have to imagine  Do you want to be in the list?  #imaginetocreate - A project developed in @decentraland   #crypto #blockchain #ntf #btc #eth #egld #mana #vr  https://t.co/0qQCFqLldi',b'UDecentraland',"['imaginetocreate', 'crypto', 'blockchain', 'ntf', 'btc', 'eth', 'egld', 'mana', 'vr']",185,458,404,2,1
950298994713952257,2020-11-21 23:01:56,b'#XRP spike in 0.478 on #kucoin!!!  #crypto #cryptocurrency #blockchain #coin #altcoin #btc #bitcoin #ethereum #eth #ripple #xrp #moon #hodl #fomo #money #forex #trading $BTC $ETH $XRP $LTC $BCH #news #fintech #defi #binance #coinbase #bitfinex #exchange #breakout https://t.co/sUyCK2lLeo',b'CryptoAsAWay',"['XRP', 'kucoin', 'crypto', 'cryptocurrency', 'blockchain', 'coin', 'altcoin', 'btc', 'bitcoin', 'ethereum', 'eth', 'ripple', 'xrp', 'moon', 'hodl', 'fomo', 'money', 'forex', 'trading', 'news', 'fintech', 'defi', 'binance', 'coinbase', 'bitfinex', 'exchange', 'breakout']",531,936,17884,0,0
819090046401843200,2020-11-21 23:01:53,b'Early morning colours #dawn #sunrise #sea #sun #sky #cloud @visitwicklow @craigophoto @MetAlertIreland @newslineweather @WeatherCee @angie_weather @barrabest @PictureIreland @CarlowWeather @deric_tv @LensAreLive @StormHour @WhatsOnWOW @ancienteastIRL #ThePhotoHour #vmweather https://t.co/Z8u1gShv3R',b'sscanlon07',"['dawn', 'sunrise', 'sea', 'sun', 'sky', 'cloud', 'ThePhotoHour', 'vmweather']",1495,2185,3113,13,87
967839506220056577,2020-11-21 23:01:46,b'#blockchain Beaxy is hiring for the following position: Beaxy - customer support. Link: https://t.co/zeDHIxrDwf',b'blockwork_cc',['blockchain'],242,338,23917,0,0
729754661213884416,2020-11-21 23:01:27,"b'New article: ""Tesla Stock - Tesla Dojo Supercomputer Explained \xe2\x80\x94 How To Make Full Self-Driving AI"" has been published on Fintech Zoom - https://t.co/kXAXQZIQzh @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/VyfURxQ1mw'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,1
4468756337,2020-11-21 23:01:11,b'Great! It is time to consider the #cyber #resilience value in #agriculture as one of the key point of #sustainability #iot #sensor #agridata @VodafoneIT https://t.co/fVnEJoVxME',b'SmartAg3',"['cyber', 'resilience', 'agriculture', 'sustainability', 'iot', 'sensor', 'agridata']",3148,4319,15907,1,1
705539763349164032,2020-11-21 23:01:04,"b'What to expect from Biden-Harris on tech policy, platform regulation, and China   https://t.co/stmlFL5fO8 by @darrwest @drturnerlee v/ @BrookingsInst #AI #Regtech #AIEthics #Diversity Cc @jblefevre60 @MarshaCollier @efipm @ravikikan @lesguer_lionel https://t.co/EP7gsK1JhT'",b'ipfconline1',"['AI', 'Regtech', 'AIEthics', 'Diversity']",112779,106794,177303,5,4
4263007693,2020-11-21 23:01:03,b'Most Useful #C/ #CPP #MachineLearning Libraries #DataScientists Should Know. #BigData #Analytics #DataScience #AI #IoT #IIoT  #Python #RStats #Java #JavaScript #ReactJS  #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode  https://t.co/vDAbufrHFL https://t.co/qnGXGgqkRs',b'gp_pulipaka',"['C', 'CPP', 'MachineLearning', 'DataScientists', 'BigData', 'Analytics', 'DataScience', 'AI', 'IoT', 'IIoT', 'Python', 'RStats', 'Java', 'JavaScript', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode']",105277,24216,59199,79,36
1969069184,2020-11-21 23:01:02,b'What is #ArtificialIntelligence to you?  #fintech #Insurtech #AI #IoT #BigData  @Alicebentinck @Alice_zag @StollmeyerEU @aliseedt @AnneBoden @CarlotaPiAmoros @CelineLz @cnfonseca @coletteballou @eileentso @antgrasso @mvollmer1 @HeinzVHoenen @ShiCooks @JimMarous @AkwyZ @Ym78200 https://t.co/8bPq5th5F2',b'globaliqx',"['ArtificialIntelligence', 'fintech', 'Insurtech', 'AI', 'IoT', 'BigData']",9534,7701,12969,25,28
1032594621417828352,2020-11-21 23:00:53,"b'where beds your money, how do you #network ... the network goes out .. we do not think about it .. we have @elon .. \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f but 85% of the #hashrate is in #china .. you are gone? #Bitcoin #Btc #PoW #energy #ClimateAction #IoT #data #Tech #sensors ...'",b'DarMo68',"['network', 'hashrate', 'china', 'Bitcoin', 'Btc', 'PoW', 'energy', 'ClimateAction', 'IoT', 'data', 'Tech', 'sensors']",471,1573,13627,1,0
511740616,2020-11-21 23:00:52,"b'The Future of Education: Can #AI Make Us Smarter? Whether you realize it or not, #AI has found its way into our daily life. The best examples are you .. https://t.co/1kW7P6Cg2v #CEO #datagovernance  https://t.co/MneUIEmpa1'",b'biconnections',"['AI', 'AI', 'CEO', 'datagovernance']",65965,54059,427397,0,2
1123665873200222208,2020-11-21 23:00:48,"b""Best-selling author Byron Reese says we are now on the doorstep of a 'fourth age' brought about by two technologies: #AI and #robotics. https://t.co/NwBpeOQ0DG - Podcast interview""",b'DigTransPodcast',"['AI', 'robotics']",52,152,4534,0,0
58508576,2020-11-21 23:00:46,"b'The employees need to feel empowered to do whatever they need to do to do their work, says Yanick Pouffary .@HPE. https://t.co/T6lQjDSvUB #TPSS #IoT #sustainability #AI #5G #cloud #edge #digitaltransformation #PeggySmedley #WorkplaceNext #FutureOfWork #HPEInfluencer #podcast https://t.co/UUedAWhFwX'",b'ConnectedWMag',"['TPSS', 'IoT', 'sustainability', 'AI', '5G', 'cloud', 'edge', 'digitaltransformation', 'PeggySmedley', 'WorkplaceNext', 'FutureOfWork', 'HPEInfluencer', 'podcast']",30648,4265,36194,4,1
736804721286086656,2020-11-21 23:00:46,b'The world of #AI can be a difficult place to navigate. \xf0\x9f\x98\xabFind out how the regulatory environment of AI is changing and what you need to know to stay on top. https://t.co/i4VFPobqJe https://t.co/0a5ozmeVXe',b'OneTrust',['AI'],3105,1104,3081,1,1
1241420928489328642,2020-11-21 23:00:45,b'Get a 95% #loan from us against the current value of your #BTC holding. Then use those funds to buy more #BTC; then use the purchased BTC to take out another loan. Simples.  #Bitcoin     #Bitcoinmining #bitcointrading #blockchain',b'youhodl_bitcoin',"['loan', 'BTC', 'BTC', 'Bitcoin', 'Bitcoinmining', 'bitcointrading', 'blockchain']",11,37,1853,0,0
1268955686035218437,2020-11-21 23:00:40,b'SmartLinx is powerful software which leverages smart city sensors and lighting controls. Learn more @ https://t.co/OTvBSsQVOt  #smartcity #liveablecities #IoT #cms #software #smartsensors #airquality #speed #speeddetection #traffic #lighting #emergency #sound https://t.co/gM7cAvqQrG',b'cities_liveable',"['smartcity', 'liveablecities', 'IoT', 'cms', 'software', 'smartsensors', 'airquality', 'speed', 'speeddetection', 'traffic', 'lighting', 'emergency', 'sound']",139,642,188,0,2
4711455972,2020-11-21 23:00:40,b'How We Can Build Trustworthy AI https://t.co/picVAmjbfF #ArtificialIntelligence #MachineLearning #AI',b'cloudatalytics',"['ArtificialIntelligence', 'MachineLearning', 'AI']",6407,5436,8823,19,9
1272920706515259392,2020-11-21 23:00:35,"b'Following these simple steps can help prevent hearing loss, sniffles, cat allergies, ulcers, digestion problems and other illnesses. #ai #catfacts'",b'AICatFacts',"['ai', 'catfacts']",606,1105,2294,0,1
176264005,2020-11-21 23:00:34,b'The Injective protocol is a layer-2 DEX protocol that aims to act as a decentralized derivative platform and in the integration and development of DeFi solutions @InjectiveLabs  #Injective #INJ $INJ #blockchain #crypto #DeFi #exchange #DEX #CEX #decentralized https://t.co/VEobHpoOiD',b'ricnnobre',"['Injective', 'INJ', 'blockchain', 'crypto', 'DeFi', 'exchange', 'DEX', 'CEX', 'decentralized']",5805,5519,19719,8,10
1283151547875065857,2020-11-21 23:00:32,"b'While this approach of building a fake #cloud helps legacy #ERP vendors compete in the #cloud market quickly, a fake cloud is worse than on-prem. Retweet @ElevatIQ if you like @Acumatica https://t.co/4K1EpAfy2s'",b'ElevatIq',"['cloud', 'ERP', 'cloud']",159,1187,2042,1,1
550597944,2020-11-21 23:00:32,"b'While this approach of building a fake #cloud helps legacy #ERP vendors compete in the #cloud market quickly, a fake cloud is worse than on-prem. Retweet @ElevatIQ if you like @Acumatica https://t.co/qny6WXRXbq'",b'Samguptausa',"['cloud', 'ERP', 'cloud']",653,2068,4884,1,0
9455172,2020-11-21 23:00:24,"b'""In the early days of IoT device manufacturing designers and developers rarely thought to insert security protections, leading to security issues""   #IoT #compliance  #cybersecurity https://t.co/HIXWrsdscD'",b'GeekmomK',"['IoT', 'compliance', 'cybersecurity']",1480,902,20891,1,1
81591792,2020-11-21 23:00:18,b'https://t.co/tPBndQaHwc @kaifulee on top 10 most endangered jobs from #AI https://t.co/P4uYOuqYGo',b'le_james94',['AI'],2291,3310,16777,0,0
1258867508175679489,2020-11-21 23:00:16,"b'My advice to aspiring #DataScientists \xf0\x9f\x94\xb9Find study projects that are interesting to you \xf0\x9f\x94\xb980% coding, 20% watching tutorials \xf0\x9f\x94\xb9Start right away, don\'t wait until you\'re ""ready""  #AI #MachineLearning #100DaysOfMLCode #100DaysOfCode #Rstats #DeepLearning #BigData #data #DataScience'",b'dataartisan1',"['DataScientists', 'AI', 'MachineLearning', '100DaysOfMLCode', '100DaysOfCode', 'Rstats', 'DeepLearning', 'BigData', 'data', 'DataScience']",1385,227,1088,14,11
218244614,2020-11-21 23:00:15,b'NASA\xe2\x80\x99s New #Moon-Bound Space Suits Will Get a Boost From #AI  @NASA #spacesuits #moon #ai #emergingtechnologies #spacetravel #spaceexploration @dellemcstorage #power20  https://t.co/NKm2RVTKlV https://t.co/JOvVIVZeeW',b'ksoconnell5',"['Moon', 'AI', 'spacesuits', 'moon', 'ai', 'emergingtechnologies', 'spacetravel', 'spaceexploration', 'power20']",167,1050,656,0,0
54317231,2020-11-21 23:00:14,"b""It\xe2\x80\x99s a huge shift in the way society works, and it doesn\xe2\x80\x99t have to be a bad one. We just have to look at the big picture.' Talking about the age of #automation and how it affects the #jobmarket. \xc2\xbb https://t.co/WfuKVOO5tG    #Robotics #Automate #Tech #Futureofwork #Robots #IoT""",b'arjenvanberkum',"['automation', 'jobmarket', 'Robotics', 'Automate', 'Tech', 'Futureofwork', 'Robots', 'IoT']",35873,25902,62583,1,0
562967099,2020-11-21 23:00:12,b'#DeepLearning Has Reinvented Quality Control in #Manufacturing\xe2\x80\x94but It Hasn\xe2\x80\x99t Gone Far Enough  https://t.co/W6Ow7qWBCO   #AI #innovation',b'RAlexJimenez',"['DeepLearning', 'Manufacturing', 'AI', 'innovation']",14138,804,115039,3,2
42840767,2020-11-21 23:00:09,"b'Freshworks on #platform, #CRM and useful #AI / #machinelearning. https://t.co/ibpIKd60Sn MyPoV: A fascinating #CRMKonvos episode!'",b'twieberneit',"['platform', 'CRM', 'AI', 'machinelearning', 'CRMKonvos']",9259,8132,19121,0,1
21429180,2020-11-21 23:00:06,b'#DevOps teams can use #AI to drive a ton of value. But only if their enterprises are ready. Here\xe2\x80\x99s how leaders prepare. https://t.co/vXhs5RNGGn',b'juan144',"['DevOps', 'AI']",311,364,5333,0,0
4338452835,2020-11-21 23:00:06,"b'Implementing the Industrial IoT helps to unlock a rich, escalating spectrum of business outcomes in three tiers: unconventional revenues, incremental revenues, and operational efficiency.  Source @Accenture Link &gt;&gt; https://t.co/j8ww2SI3J8 via @antgrasso @antgrasso_IT #IoT #IIoT https://t.co/b9VBG3fvg0'",b'antgrasso',"['IoT', 'IIoT']",173979,43217,41388,102,156
3586362980,2020-11-21 23:00:03,"b'Explore the IBM Security #QRadar SIEM solution for #cloud security, including deep integrations with AWS, Microsoft Azure, Google Cloud Platform, https://t.co/zOFEQkiaTQ, Microsoft Office 365, IBM Cloud, and more: https://t.co/9M5wmBGPCq'",b'sheetalrishi',"['QRadar', 'cloud']",75,73,1231,1,0
739490309156003844,2020-11-21 23:00:03,b'Internet of insecure things: daily #random #shodan #screenshot      [#iot #shodansafari]--&gt; https://t.co/8WQt4A7jHM',b'Bobe_bot',"['random', 'shodan', 'screenshot', 'iot', 'shodansafari']",137,1,89232,0,0
34923688,2020-11-21 23:00:02,b'The Workplace Health and Safety Demo provides the ability to identify unsafe work conditions using #AI on Edge and Location Analytics #IoT architecture patterns. #VideoAnalytics https://t.co/FRnbp94tMw',b'falloutx',"['AI', 'IoT', 'VideoAnalytics']",365,353,8077,0,0
3402857428,2020-11-21 23:00:02,"b'Go back in time on https://t.co/aUIUBqylId  and see #historical #Bitcoin #btc data inc market cap, #blockchain size and #bitcoins in existence'",b'CryptoBatesGrou',"['historical', 'Bitcoin', 'btc', 'blockchain', 'bitcoins']",1340,30,7775,0,0
1194432385,2020-11-21 23:00:01,b'Bitcoin Becomes the World\xe2\x80\x99s Biggest Bank | Trustnodes https://t.co/7HASn0rKaF  #Bitcoin #Ethereum #blockchain #usd #cardano #ada #defi #paypal #link #jpmorgan #eth   Earn $40 to $100 in free Bitcoin today. (See link below) https://t.co/Zd0bNemFsb https://t.co/MQuhrKcka1',b'littleprinceJD',"['Bitcoin', 'Ethereum', 'blockchain', 'usd', 'cardano', 'ada', 'defi', 'paypal', 'link', 'jpmorgan', 'eth']",123,838,4212,0,0
1157165923070951424,2020-11-21 23:00:01,b'Artificial Intelligence A-Z\xe2\x84\xa2: Learn How To Build An AI | Course #Udemy  Preview This Course GET COUPON CODE =&gt; https://t.co/oPUSmJNli0  #100DaysOfCode #DataScience #Python #BigData #Analytics #IoT #IIoT #RStats #JavaScript #ReactJS #Statistics #Programming #javascript30',b'freecodecoupon',"['Udemy', '100DaysOfCode', 'DataScience', 'Python', 'BigData', 'Analytics', 'IoT', 'IIoT', 'RStats', 'JavaScript', 'ReactJS', 'Statistics', 'Programming', 'javascript30']",270,0,1823,31,11
424959819,2020-11-21 23:00:00,"b'We love it when a plan comes together. We recently won a tender to work with Longerenong Ag College on their new IoT connected farm, using our products! Hit the link to read how it all works:  https://t.co/jvmCCI8iSF    #smartfarming #iot #agtech #nextstartsnow https://t.co/7FzmwlqMZy'",b'nextstartsnow',"['smartfarming', 'iot', 'agtech', 'nextstartsnow']",393,243,5198,1,1
861861525883158528,2020-11-21 23:00:00,b'I Chatted With a Therapy Bot to Ease My Covid Fears. It Was Bizarre. https://t.co/4Jl2ePt1I8 #DL #AI #ML #DeepLearning  #ArtificialIntelligence #MachineLearning #ComputerVision #AutonomousVehicles #NeuroMorphic #Robotics',b'Deep_In_Depth',"['DL', 'AI', 'ML', 'DeepLearning', 'ArtificialIntelligence', 'MachineLearning', 'ComputerVision', 'AutonomousVehicles', 'NeuroMorphic', 'Robotics']",10530,8667,29306,3,1
1263771215115812864,2020-11-21 23:00:00,b'HomeAssistant was restarted 0.22 days ago. The RaspberryPi was rebootet 3 months ago. #HomeAutomation #IOT #SmartHome',b'syralist_ha',"['HomeAutomation', 'IOT', 'SmartHome']",7,15,394,0,0
3955942947,2020-11-21 23:00:00,"b'Sites use unsophisticated approaches to access protocol instructions, despite the availability of newer technologies: https://t.co/Detho6u6YA #clinicaltrials\xc2\xa0#teckrotheanswer #clinicaltrial #trials #protocol #mhealth #medtech #meded #pharma #ai #biotech @TuftsCSDD https://t.co/INTa06RO3J'",b'teckroofficial',"['clinicaltrials', 'teckrotheanswer', 'clinicaltrial', 'trials', 'protocol', 'mhealth', 'medtech', 'meded', 'pharma', 'ai', 'biotech']",944,2513,3500,2,2
729754661213884416,2020-11-21 22:59:56,"b'New article: ""Bank of America - Antifa vandals destroy businesses in Portland"" has been published on Fintech Zoom - https://t.co/AHeQrBLtdJ @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
4649374704,2020-11-21 22:59:11,b'\xe2\x9a\xa1Stablecoins On Stellar Network Launched In Brazil And Argentina \xe2\x9a\xa1  #Crypto #Blockchain #cryptocurrency #CryptoCrunchApp https://t.co/7CLOaWRJUB',b'GoCryptoCrunch',"['Crypto', 'Blockchain', 'cryptocurrency', 'CryptoCrunchApp']",2325,414,7184,1,0
30952492,2020-11-21 22:59:01,"b'Check out this new blog post by Josh Simer, Market Manager - Service Provider. ""The Collision of #Cloud and the #Edge"" As #5G deployments continue toward the goal of ubiquitous coverage, two apparently conflicting trends are developing... Read on here --&gt; https://t.co/b0dwxZo0rK'",b'AFLglobal',"['Cloud', 'Edge', '5G']",3192,1204,4823,1,0
1075716964331515909,2020-11-21 22:59:00,b'My Heatpump was on for 20.86h today and consumed a total of 44.83kWh (all in low tariff) #iot #smarthome',b'IoT_Hisha',"['iot', 'smarthome']",6,0,722,0,0
2462100374,2020-11-21 22:58:57,"b""InfoChip's platform is set to transform the #HeavyLifting and #rigging industry: https://t.co/Bi87yNAjv4 #AssetTracking #RFID #IoT https://t.co/Hm2Hry0Kx6""",b'OilGasValves',"['HeavyLifting', 'rigging', 'AssetTracking', 'RFID', 'IoT']",431,228,18458,0,0
1265097730642321414,2020-11-21 22:58:32,"b'$AION / USDT Volume increase detected!  Spike: 24,625.55 USDT 24h Vol: 799,704.15 USDT  Get ALL the alerts here: https://t.co/2NPcHHX7r0  #crypto #bitcoin #binance #altcoins #hodl #defi #trading #freedom #blockchain $btc $xrpup $zen $eosup $xrp $bts $adaup $xtzup $trxup $near https://t.co/rpNW1VFA4J'",b'VolumeMonitor',"['crypto', 'bitcoin', 'binance', 'altcoins', 'hodl', 'defi', 'trading', 'freedom', 'blockchain']",6346,21,6785,0,0
1321563449609101317,2020-11-21 22:58:19,b'#simpligate #solution powered by #blockchain #technology enables #dataprotection #datasharing #access #healthmanagement post #COVID19 contact us for demo',b'IamSimpligate',"['simpligate', 'solution', 'blockchain', 'technology', 'dataprotection', 'datasharing', 'access', 'healthmanagement', 'COVID19']",7,87,21,2,0
347933189,2020-11-21 22:58:02,"b'Recommendations to Avoid Top 12 Direct Threats and Risks to Cloud Computing Security #APT, #CLOUDCOMPUTING #THREATS, #CLOUD #DATAPROTECTION, #CSA, #DATA #BREACHE, #DDOS https://t.co/Rb2YGfswD5 https://t.co/554IKDLPLL'",b'xorlogics',"['APT', 'CLOUDCOMPUTING', 'THREATS', 'CLOUD', 'DATAPROTECTION', 'CSA', 'DATA', 'BREACHE', 'DDOS']",4437,3747,16912,4,1
1252165525565779980,2020-11-21 22:57:57,"b""$EASY token is one of the most trending searches on @coingecko last week \xf0\x9f\x94\xa5  Well deserved \xf0\x9f\x8e\xaf It's still a good time to buy\xf0\x9f\x92\x8e\xf0\x9f\x93\x88\xf0\x9f\x9a\x80  #EasyFi #blockchain #crypto #altcoins #altseason #moon https://t.co/9Oti1p7Rd5""",b'BerryBrains3',"['EasyFi', 'blockchain', 'crypto', 'altcoins', 'altseason', 'moon']",1308,1296,2208,3,20
1092150528136470528,2020-11-21 22:57:51,b'@Interfinex_io Interfinex #DEFI #GEM #cryptocurrency #blockchain #bounty #Airdrop.',b'Kaygold20301247',"['DEFI', 'GEM', 'cryptocurrency', 'blockchain', 'bounty', 'Airdrop']",2091,3411,1422,0,0
4468756337,2020-11-21 22:57:10,b'It is incredible what @fondazionemach is doing in #italy: #drones and #AI to take care of #fruit https://t.co/Gwq9aeFjUT',b'SmartAg3',"['italy', 'drones', 'AI', 'fruit']",3148,4319,15907,0,1
776150730721951745,2020-11-21 22:57:01,"b""Standards and regulations adopted in the EU will have a huge impact on the ways IoT is, and will be, commercialized in the upcoming years. It's vital that businesses learn to navigate the ever-changing landscape.  || #iotforall #iot    https://t.co/z6rNippk58""",b'iotforall',"['iotforall', 'iot']",10468,3643,24282,1,1
990408290118094848,2020-11-21 22:56:54,b'@Interfinex_io Interfinex #DEFI #GEM #cryptocurrency #blockchain #bounty #Airdrop.',b'AlimiKenny3',"['DEFI', 'GEM', 'cryptocurrency', 'blockchain', 'bounty', 'Airdrop']",2451,4492,2845,0,0
226310002,2020-11-21 22:56:47,b'PH to showcase fintech strategies at big-name world event in December   READ MORE: https://t.co/QBYqxAKVWq  #Bank #blockchain #Finance #FinancialTechnology #FinTech #Investors #Israeli #Payments #StartupNation #WealthManagement https://t.co/pn4NxlaV2r',b'IAM__Network',"['Bank', 'blockchain', 'Finance', 'FinancialTechnology', 'FinTech', 'Investors', 'Israeli', 'Payments', 'StartupNation', 'WealthManagement']",17931,15485,945147,0,2
